"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Spain","1987","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","36126",""
"Spain","1987","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","36935",""
"Spain","1987","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","34925",""
"Spain","1987","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","32914",""
"Spain","1987","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","34147",""
"Spain","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","451373",""
"Spain","1985","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","37809",""
"Spain","1985","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","33695",""
"Spain","1985","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","39989",""
"Spain","1985","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","37523",""
"Spain","1985","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","40466",""
"Spain","1985","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","37393",""
"Spain","1985","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","39613",""
"Spain","1985","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","36608",""
"Spain","1985","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","38089",""
"Spain","1985","Total","October","Data tabulated by year of occurrence","Final figure, complete","1987","38439",""
"Spain","1985","Total","November","Data tabulated by year of occurrence","Final figure, complete","1987","35442",""
"Spain","1985","Total","December","Data tabulated by year of occurrence","Final figure, complete","1987","36307",""
"Spain","1984","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","465709",""
"Spain","1984","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","38250",""
"Spain","1984","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","37031",""
"Spain","1984","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","39813",""
"Spain","1984","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","37500",""
"Spain","1984","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","41283",""
"Spain","1984","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","39118",""
"Spain","1984","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","39204",""
"Spain","1984","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","39031",""
"Spain","1984","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","39136",""
"Spain","1984","Total","October","Data tabulated by year of occurrence","Final figure, complete","1987","40213",""
"Spain","1984","Total","November","Data tabulated by year of occurrence","Final figure, complete","1987","37747",""
"Spain","1984","Total","December","Data tabulated by year of occurrence","Final figure, complete","1987","37383",""
"Spain","1983","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","485352",""
"Spain","1983","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","40786",""
"Spain","1983","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","37137",""
"Spain","1983","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","41228",""
"Spain","1983","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","39187",""
"Spain","1983","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","43650",""
"Spain","1983","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","40679",""
"Spain","1983","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","43012",""
"Spain","1983","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","41714",""
"Spain","1983","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","41129",""
"Spain","1983","Total","October","Data tabulated by year of occurrence","Final figure, complete","1987","40170",""
"Spain","1983","Total","November","Data tabulated by year of occurrence","Final figure, complete","1987","37402",""
"Spain","1983","Total","December","Data tabulated by year of occurrence","Final figure, complete","1987","39258",""
"Spain","1982","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1987","515706",""
"Spain","1982","Total","January","Data tabulated by year of occurrence","Final figure, complete","1987","42472",""
"Spain","1982","Total","February","Data tabulated by year of occurrence","Final figure, complete","1987","39145",""
"Spain","1982","Total","March","Data tabulated by year of occurrence","Final figure, complete","1987","43587",""
"Spain","1982","Total","April","Data tabulated by year of occurrence","Final figure, complete","1987","43797",""
"Spain","1982","Total","May","Data tabulated by year of occurrence","Final figure, complete","1987","46998",""
"Spain","1982","Total","June","Data tabulated by year of occurrence","Final figure, complete","1987","43133",""
"Spain","1982","Total","July","Data tabulated by year of occurrence","Final figure, complete","1987","44357",""
"Spain","1982","Total","August","Data tabulated by year of occurrence","Final figure, complete","1987","42804",""
"Spain","1982","Total","September","Data tabulated by year of occurrence","Final figure, complete","1987","43470",""
"Spain","1982","Total","October","Data tabulated by year of occurrence","Final figure, complete","1987","43131",""
"Spain","1982","Total","November","Data tabulated by year of occurrence","Final figure, complete","1987","41044",""
"Spain","1982","Total","December","Data tabulated by year of occurrence","Final figure, complete","1987","41768",""
"Spain","1981","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1986","533008",""
"Spain","1981","Total","January","Data tabulated by year of occurrence","Final figure, complete","1986","44260",""
"Spain","1981","Total","February","Data tabulated by year of occurrence","Final figure, complete","1986","40739",""
"Spain","1981","Total","March","Data tabulated by year of occurrence","Final figure, complete","1986","44944",""
"Spain","1981","Total","April","Data tabulated by year of occurrence","Final figure, complete","1986","45842",""
"Spain","1981","Total","May","Data tabulated by year of occurrence","Final figure, complete","1986","48839",""
"Spain","1981","Total","June","Data tabulated by year of occurrence","Final figure, complete","1986","44728",""
"Spain","1981","Total","July","Data tabulated by year of occurrence","Final figure, complete","1986","46318",""
"Spain","1981","Total","August","Data tabulated by year of occurrence","Final figure, complete","1986","45207",""
"Spain","1981","Total","September","Data tabulated by year of occurrence","Final figure, complete","1986","45209",""
"Spain","1981","Total","October","Data tabulated by year of occurrence","Final figure, complete","1986","44619",""
"Spain","1981","Total","November","Data tabulated by year of occurrence","Final figure, complete","1986","41172",""
"Spain","1981","Total","December","Data tabulated by year of occurrence","Final figure, complete","1986","41131",""
"Spain","1980","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1985","571018",""
"Spain","1980","Total","January","Data tabulated by year of occurrence","Final figure, complete","1985","48642",""
"Spain","1980","Total","February","Data tabulated by year of occurrence","Final figure, complete","1985","44822",""
"Spain","1980","Total","March","Data tabulated by year of occurrence","Final figure, complete","1985","48217",""
"Spain","1980","Total","April","Data tabulated by year of occurrence","Final figure, complete","1985","47860",""
"Spain","1980","Total","May","Data tabulated by year of occurrence","Final figure, complete","1985","50140",""
"Spain","1980","Total","June","Data tabulated by year of occurrence","Final figure, complete","1985","47379",""
"Spain","1980","Total","July","Data tabulated by year of occurrence","Final figure, complete","1985","49741",""
"Spain","1980","Total","August","Data tabulated by year of occurrence","Final figure, complete","1985","48274",""
"Spain","1980","Total","September","Data tabulated by year of occurrence","Final figure, complete","1985","48524",""
"Spain","1980","Total","October","Data tabulated by year of occurrence","Final figure, complete","1985","47950",""
"Spain","1980","Total","November","Data tabulated by year of occurrence","Final figure, complete","1985","43323",""
"Spain","1980","Total","December","Data tabulated by year of occurrence","Final figure, complete","1985","46146",""
"Spain","1979","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1985","601992",""
"Spain","1979","Total","January","Data tabulated by year of occurrence","Final figure, complete","1985","52839",""
"Spain","1979","Total","February","Data tabulated by year of occurrence","Final figure, complete","1985","45761",""
"Spain","1979","Total","March","Data tabulated by year of occurrence","Final figure, complete","1985","51588",""
"Spain","1979","Total","April","Data tabulated by year of occurrence","Final figure, complete","1985","51294",""
"Spain","1979","Total","May","Data tabulated by year of occurrence","Final figure, complete","1985","55171",""
"Spain","1979","Total","June","Data tabulated by year of occurrence","Final figure, complete","1985","51271",""
"Spain","1979","Total","July","Data tabulated by year of occurrence","Final figure, complete","1985","52651",""
"Spain","1979","Total","August","Data tabulated by year of occurrence","Final figure, complete","1985","50267",""
"Spain","1979","Total","September","Data tabulated by year of occurrence","Final figure, complete","1985","49635",""
"Spain","1979","Total","October","Data tabulated by year of occurrence","Final figure, complete","1985","48948",""
"Spain","1979","Total","November","Data tabulated by year of occurrence","Final figure, complete","1985","46229",""
"Spain","1979","Total","December","Data tabulated by year of occurrence","Final figure, complete","1985","46338",""
"Spain","1978","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1981","636892",""
"Spain","1978","Total","January","Data tabulated by year of occurrence","Final figure, complete","1981","54129",""
"Spain","1978","Total","February","Data tabulated by year of occurrence","Final figure, complete","1981","47989",""
"Spain","1978","Total","March","Data tabulated by year of occurrence","Final figure, complete","1981","54914",""
"Spain","1978","Total","April","Data tabulated by year of occurrence","Final figure, complete","1981","55406",""
"Spain","1978","Total","May","Data tabulated by year of occurrence","Final figure, complete","1981","59782",""
"Spain","1978","Total","June","Data tabulated by year of occurrence","Final figure, complete","1981","54233",""
"Spain","1978","Total","July","Data tabulated by year of occurrence","Final figure, complete","1981","54969",""
"Spain","1978","Total","August","Data tabulated by year of occurrence","Final figure, complete","1981","53709",""
"Spain","1978","Total","September","Data tabulated by year of occurrence","Final figure, complete","1981","52952",""
"Spain","1978","Total","October","Data tabulated by year of occurrence","Final figure, complete","1981","53088",""
"Spain","1978","Total","November","Data tabulated by year of occurrence","Final figure, complete","1981","48907",""
"Spain","1978","Total","December","Data tabulated by year of occurrence","Final figure, complete","1981","46814",""
"Spain","1977","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","656357",""
"Spain","1977","Total","January","Data tabulated by year of occurrence","Final figure, complete","1989","54874",""
"Spain","1977","Total","February","Data tabulated by year of occurrence","Final figure, complete","1989","49169",""
"Spain","1977","Total","March","Data tabulated by year of occurrence","Final figure, complete","1989","57379",""
"Spain","1977","Total","April","Data tabulated by year of occurrence","Final figure, complete","1989","55424",""
"Spain","1977","Total","May","Data tabulated by year of occurrence","Final figure, complete","1989","59158",""
"Spain","1977","Total","June","Data tabulated by year of occurrence","Final figure, complete","1989","56772",""
"Spain","1977","Total","July","Data tabulated by year of occurrence","Final figure, complete","1989","57125",""
"Spain","1977","Total","August","Data tabulated by year of occurrence","Final figure, complete","1989","55827",""
"Spain","1977","Total","September","Data tabulated by year of occurrence","Final figure, complete","1989","55629",""
"Spain","1977","Total","October","Data tabulated by year of occurrence","Final figure, complete","1989","54862",""
"Spain","1977","Total","November","Data tabulated by year of occurrence","Final figure, complete","1989","50936",""
"Spain","1977","Total","December","Data tabulated by year of occurrence","Final figure, complete","1989","49202",""
"Spain","1976","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","677456",""
"Spain","1976","Total","January","Data tabulated by year of occurrence","Final figure, complete","1989","56075",""
"Spain","1976","Total","February","Data tabulated by year of occurrence","Final figure, complete","1989","52263",""
"Spain","1976","Total","March","Data tabulated by year of occurrence","Final figure, complete","1989","56952",""
"Spain","1976","Total","April","Data tabulated by year of occurrence","Final figure, complete","1989","55934",""
"Spain","1976","Total","May","Data tabulated by year of occurrence","Final figure, complete","1989","60022",""
"Spain","1976","Total","June","Data tabulated by year of occurrence","Final figure, complete","1989","57532",""
"Spain","1976","Total","July","Data tabulated by year of occurrence","Final figure, complete","1989","58304",""
"Spain","1976","Total","August","Data tabulated by year of occurrence","Final figure, complete","1989","57220",""
"Spain","1976","Total","September","Data tabulated by year of occurrence","Final figure, complete","1989","58907",""
"Spain","1976","Total","October","Data tabulated by year of occurrence","Final figure, complete","1989","57314",""
"Spain","1976","Total","November","Data tabulated by year of occurrence","Final figure, complete","1989","52915",""
"Spain","1976","Total","December","Data tabulated by year of occurrence","Final figure, complete","1989","54018",""
"Spain","1975","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","669378",""
"Spain","1975","Total","January","Data tabulated by year of occurrence","Final figure, complete","1989","52527",""
"Spain","1975","Total","February","Data tabulated by year of occurrence","Final figure, complete","1989","50347",""
"Spain","1975","Total","March","Data tabulated by year of occurrence","Final figure, complete","1989","56503",""
"Spain","1975","Total","April","Data tabulated by year of occurrence","Final figure, complete","1989","57525",""
"Spain","1975","Total","May","Data tabulated by year of occurrence","Final figure, complete","1989","60548",""
"Spain","1975","Total","June","Data tabulated by year of occurrence","Final figure, complete","1989","56550",""
"Spain","1975","Total","July","Data tabulated by year of occurrence","Final figure, complete","1989","59155",""
"Spain","1975","Total","August","Data tabulated by year of occurrence","Final figure, complete","1989","57020",""
"Spain","1975","Total","September","Data tabulated by year of occurrence","Final figure, complete","1989","56378",""
"Spain","1975","Total","October","Data tabulated by year of occurrence","Final figure, complete","1989","55722",""
"Spain","1975","Total","November","Data tabulated by year of occurrence","Final figure, complete","1989","52713",""
"Spain","1975","Total","December","Data tabulated by year of occurrence","Final figure, complete","1989","54390",""
"Spain","1974","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1976","682010",""
"Spain","1974","Total","January","Data tabulated by year of occurrence","Final figure, complete","1976","55677",""
"Spain","1974","Total","February","Data tabulated by year of occurrence","Final figure, complete","1976","50123",""
"Spain","1974","Total","March","Data tabulated by year of occurrence","Final figure, complete","1976","55577",""
"Spain","1974","Total","April","Data tabulated by year of occurrence","Final figure, complete","1976","57367",""
"Spain","1974","Total","May","Data tabulated by year of occurrence","Final figure, complete","1976","60603",""
"Spain","1974","Total","June","Data tabulated by year of occurrence","Final figure, complete","1976","53275",""
"Spain","1974","Total","July","Data tabulated by year of occurrence","Final figure, complete","1976","62680",""
"Spain","1974","Total","August","Data tabulated by year of occurrence","Final figure, complete","1976","57635",""
"Spain","1974","Total","September","Data tabulated by year of occurrence","Final figure, complete","1976","56870",""
"Spain","1974","Total","October","Data tabulated by year of occurrence","Final figure, complete","1976","59463",""
"Spain","1974","Total","November","Data tabulated by year of occurrence","Final figure, complete","1976","53637",""
"Spain","1974","Total","December","Data tabulated by year of occurrence","Final figure, complete","1976","59103",""
"Spain","1973","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1975","666336",""
"Spain","1973","Total","January","Data tabulated by year of occurrence","Final figure, complete","1975","55558",""
"Spain","1973","Total","February","Data tabulated by year of occurrence","Final figure, complete","1975","50264",""
"Spain","1973","Total","March","Data tabulated by year of occurrence","Final figure, complete","1975","56751",""
"Spain","1973","Total","April","Data tabulated by year of occurrence","Final figure, complete","1975","55256",""
"Spain","1973","Total","May","Data tabulated by year of occurrence","Final figure, complete","1975","59709",""
"Spain","1973","Total","June","Data tabulated by year of occurrence","Final figure, complete","1975","57640",""
"Spain","1973","Total","July","Data tabulated by year of occurrence","Final figure, complete","1975","58981",""
"Spain","1973","Total","August","Data tabulated by year of occurrence","Final figure, complete","1975","57183",""
"Spain","1973","Total","September","Data tabulated by year of occurrence","Final figure, complete","1975","54123",""
"Spain","1973","Total","October","Data tabulated by year of occurrence","Final figure, complete","1975","56332",""
"Spain","1973","Total","November","Data tabulated by year of occurrence","Final figure, complete","1975","51143",""
"Spain","1973","Total","December","Data tabulated by year of occurrence","Final figure, complete","1975","53396",""
"Spain","1972","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1974","665569",""
"Spain","1972","Total","January","Data tabulated by year of occurrence","Final figure, complete","1974","53329",""
"Spain","1972","Total","February","Data tabulated by year of occurrence","Final figure, complete","1974","51904",""
"Spain","1972","Total","March","Data tabulated by year of occurrence","Final figure, complete","1974","55261",""
"Spain","1972","Total","April","Data tabulated by year of occurrence","Final figure, complete","1974","55753",""
"Spain","1972","Total","May","Data tabulated by year of occurrence","Final figure, complete","1974","60388",""
"Spain","1972","Total","June","Data tabulated by year of occurrence","Final figure, complete","1974","55904",""
"Spain","1972","Total","July","Data tabulated by year of occurrence","Final figure, complete","1974","58644",""
"Spain","1972","Total","August","Data tabulated by year of occurrence","Final figure, complete","1974","56129",""
"Spain","1972","Total","September","Data tabulated by year of occurrence","Final figure, complete","1974","57086",""
"Spain","1972","Total","October","Data tabulated by year of occurrence","Final figure, complete","1974","56580",""
"Spain","1972","Total","November","Data tabulated by year of occurrence","Final figure, complete","1974","52043",""
"Spain","1972","Total","December","Data tabulated by year of occurrence","Final figure, complete","1974","52548",""
"Spain","1971","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1974","664770",""
"Spain","1971","Total","January","Data tabulated by year of occurrence","Final figure, complete","1974","53083",""
"Spain","1971","Total","February","Data tabulated by year of occurrence","Final figure, complete","1974","50239",""
"Spain","1971","Total","March","Data tabulated by year of occurrence","Final figure, complete","1974","57635",""
"Spain","1971","Total","April","Data tabulated by year of occurrence","Final figure, complete","1974","55070",""
"Spain","1971","Total","May","Data tabulated by year of occurrence","Final figure, complete","1974","56448",""
"Spain","1971","Total","June","Data tabulated by year of occurrence","Final figure, complete","1974","56625",""
"Spain","1971","Total","July","Data tabulated by year of occurrence","Final figure, complete","1974","59054",""
"Spain","1971","Total","August","Data tabulated by year of occurrence","Final figure, complete","1974","55949",""
"Spain","1971","Total","September","Data tabulated by year of occurrence","Final figure, complete","1974","57644",""
"Spain","1971","Total","October","Data tabulated by year of occurrence","Final figure, complete","1974","55394",""
"Spain","1971","Total","November","Data tabulated by year of occurrence","Final figure, complete","1974","53919",""
"Spain","1971","Total","December","Data tabulated by year of occurrence","Final figure, complete","1974","53710",""
"Spain","1970","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1974","656102",""
"Spain","1970","Total","January","Data tabulated by year of occurrence","Final figure, complete","1974","53804",""
"Spain","1970","Total","February","Data tabulated by year of occurrence","Final figure, complete","1974","49676",""
"Spain","1970","Total","March","Data tabulated by year of occurrence","Final figure, complete","1974","55739",""
"Spain","1970","Total","April","Data tabulated by year of occurrence","Final figure, complete","1974","55818",""
"Spain","1970","Total","May","Data tabulated by year of occurrence","Final figure, complete","1974","56672",""
"Spain","1970","Total","June","Data tabulated by year of occurrence","Final figure, complete","1974","56492",""
"Spain","1970","Total","July","Data tabulated by year of occurrence","Final figure, complete","1974","58241",""
"Spain","1970","Total","August","Data tabulated by year of occurrence","Final figure, complete","1974","52373",""
"Spain","1970","Total","September","Data tabulated by year of occurrence","Final figure, complete","1974","55091",""
"Spain","1970","Total","October","Data tabulated by year of occurrence","Final figure, complete","1974","55960",""
"Spain","1970","Total","November","Data tabulated by year of occurrence","Final figure, complete","1974","51402",""
"Spain","1970","Total","December","Data tabulated by year of occurrence","Final figure, complete","1974","54834",""

